sentiment,id,date,query,user,text,bow
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,leaving parking lot work,"{'leaving': 1, 'parking': 1, 'lot': 1, 'work': 1}"
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,life cool,"{'life': 1, 'cool': 1}"
0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,sadly though ve never gotten experience post coitus cigarette never,"{'sadly': 1, 'though': 1, 've': 1, 'never': 2, 'gotten': 1, 'experience': 1, 'post': 1, 'coitus': 1, 'cigarette': 1}"
0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,nice day bad rain comes tomorrow 5am,"{'nice': 1, 'day': 1, 'bad': 1, 'rain': 1, 'comes': 1, 'tomorrow': 1, '5am': 1}"
0,1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,starrbby bad won around lost job even pay phone bill lmao aw shucks,"{'starrbby': 1, 'bad': 1, 'won': 1, 'around': 1, 'lost': 1, 'job': 1, 'even': 1, 'pay': 1, 'phone': 1, 'bill': 1, 'lmao': 1, 'aw': 1, 'shucks': 1}"
0,1467824664,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,a_mariepyt,damm back school tomorrow,"{'damm': 1, 'back': 1, 'school': 1, 'tomorrow': 1}"
0,1467824967,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,playboybacon,mo jobs money hell min wage 4 f n clams hour,"{'mo': 1, 'jobs': 1, 'money': 1, 'hell': 1, 'min': 1, 'wage': 1, '4': 1, 'f': 1, 'n': 1, 'clams': 1, 'hour': 1}"
0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,katortiz forever see soon,"{'katortiz': 1, 'forever': 1, 'see': 1, 'soon': 1}"
0,1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,ltalgonquin agreed saw failwhale allllll day today,"{'ltalgonquin': 1, 'agreed': 1, 'saw': 1, 'failwhale': 1, 'allllll': 1, 'day': 1, 'today': 1}"
0,1467825411,Mon Apr 06 22:23:35 PDT 2009,NO_QUERY,michrod,jdarter oh haha dude dont really look em unless someone says hey added sorry m terrible need pop,"{'jdarter': 1, 'oh': 1, 'haha': 1, 'dude': 1, 'dont': 1, 'really': 1, 'look': 1, 'em': 1, 'unless': 1, 'someone': 1, 'says': 1, 'hey': 1, 'added': 1, 'sorry': 1, 'm': 1, 'terrible': 1, 'need': 1, 'pop': 1}"
0,1467825642,Mon Apr 06 22:23:39 PDT 2009,NO_QUERY,timmelko,ninjen m sure re right need start working nikster jared least,"{'ninjen': 1, 'm': 1, 'sure': 1, 're': 1, 'right': 1, 'need': 1, 'start': 1, 'working': 1, 'nikster': 1, 'jared': 1, 'least': 1}"
0,1467825863,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,BrookeAmanda,really hate people diss bands trace clearly ugly,"{'really': 1, 'hate': 1, 'people': 1, 'diss': 1, 'bands': 1, 'trace': 1, 'clearly': 1, 'ugly': 1}"
0,1467825883,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,deelau,gym attire today puma singlet adidas shortsand black business socks leather shoes lucky run cute girls,"{'gym': 1, 'attire': 1, 'today': 1, 'puma': 1, 'singlet': 1, 'adidas': 1, 'shortsand': 1, 'black': 1, 'business': 1, 'socks': 1, 'leather': 1, 'shoes': 1, 'lucky': 1, 'run': 1, 'cute': 1, 'girls': 1}"
0,1467826052,Mon Apr 06 22:23:45 PDT 2009,NO_QUERY,paulseverio,won show location,"{'won': 1, 'show': 1, 'location': 1}"
0,1467833672,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,iv3tte,picnic phone smells like citrus,"{'picnic': 1, 'phone': 1, 'smells': 1, 'like': 1, 'citrus': 1}"
0,1467833690,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,fedunska,ashleyac donkey sensitive comments nevertheless d d glad see mug asap charger still awol,"{'ashleyac': 1, 'donkey': 1, 'sensitive': 1, 'comments': 1, 'nevertheless': 1, 'd': 2, 'glad': 1, 'see': 1, 'mug': 1, 'asap': 1, 'charger': 1, 'still': 1, 'awol': 1}"
0,1467833736,Mon Apr 06 22:25:45 PDT 2009,NO_QUERY,MagicalMason,new csi tonight fml,"{'new': 1, 'csi': 1, 'tonight': 1, 'fml': 1}"
0,1467833799,Mon Apr 06 22:25:46 PDT 2009,NO_QUERY,kaelaaa,think arms sore tennis,"{'think': 1, 'arms': 1, 'sore': 1, 'tennis': 1}"
0,1467834001,Mon Apr 06 22:25:49 PDT 2009,NO_QUERY,emo_holic,wonders someone u like much make unhappy split seccond depressed,"{'wonders': 1, 'someone': 1, 'u': 1, 'like': 1, 'much': 1, 'make': 1, 'unhappy': 1, 'split': 1, 'seccond': 1, 'depressed': 1}"
0,1467834053,Mon Apr 06 22:25:52 PDT 2009,NO_QUERY,thelazyboy,sleep soon hate saying bye see tomorrow night,"{'sleep': 1, 'soon': 1, 'hate': 1, 'saying': 1, 'bye': 1, 'see': 1, 'tomorrow': 1, 'night': 1}"
0,1467834227,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,driveaway2008,statravelau got ur newsletter fares really unbelievable shame already booked paid mine,"{'statravelau': 1, 'got': 1, 'ur': 1, 'newsletter': 1, 'fares': 1, 'really': 1, 'unbelievable': 1, 'shame': 1, 'already': 1, 'booked': 1, 'paid': 1, 'mine': 1}"
0,1467834239,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,mscha,missin boo,"{'missin': 1, 'boo': 1}"
0,1467834265,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,mike_webster_au,markhardy1974 itm,"{'markhardy1974': 1, 'itm': 1}"
0,1467834284,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,basiabeans,damn chalk chalkboard useless,"{'damn': 1, 'chalk': 1, 'chalkboard': 1, 'useless': 1}"
0,1467834400,Mon Apr 06 22:25:56 PDT 2009,NO_QUERY,calihonda2001,blast getty villa hates sore throat day getting worse,"{'blast': 1, 'getty': 1, 'villa': 1, 'hates': 1, 'sore': 1, 'throat': 1, 'day': 1, 'getting': 1, 'worse': 1}"
0,1467834817,Mon Apr 06 22:26:02 PDT 2009,NO_QUERY,djwayneski,msdrama hey missed ya meeting sup mama,"{'msdrama': 1, 'hey': 1, 'missed': 1, 'ya': 1, 'meeting': 1, 'sup': 1, 'mama': 1}"
0,1467835085,Mon Apr 06 22:26:06 PDT 2009,NO_QUERY,Ceejison,tummy hurts wonder hypnosis anything working get stop smoking,"{'tummy': 1, 'hurts': 1, 'wonder': 1, 'hypnosis': 1, 'anything': 1, 'working': 1, 'get': 1, 'stop': 1, 'smoking': 1}"
0,1467835198,Mon Apr 06 22:26:08 PDT 2009,NO_QUERY,ItsBrigittaYo,always fat ones,"{'always': 1, 'fat': 1, 'ones': 1}"
0,1467835305,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,MissLaura317,januarycrimson sorry babe fam annoys thankfully re asleep right muahaha evil laugh,"{'januarycrimson': 1, 'sorry': 1, 'babe': 1, 'fam': 1, 'annoys': 1, 'thankfully': 1, 're': 1, 'asleep': 1, 'right': 1, 'muahaha': 1, 'evil': 1, 'laugh': 1}"
0,1467835345,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,RU_it_girl,hollywoodheat paid attention covered photoshop webpage design class undergrad,"{'hollywoodheat': 1, 'paid': 1, 'attention': 1, 'covered': 1, 'photoshop': 1, 'webpage': 1, 'design': 1, 'class': 1, 'undergrad': 1}"
0,1467835577,Mon Apr 06 22:26:14 PDT 2009,NO_QUERY,viviana09,wednesday bday know 2,"{'wednesday': 1, 'bday': 1, 'know': 1, '2': 1}"
0,1467835880,Mon Apr 06 22:26:18 PDT 2009,NO_QUERY,disneyfan4eva,poor cameron hills,"{'poor': 1, 'cameron': 1, 'hills': 1}"
0,1467836024,Mon Apr 06 22:26:21 PDT 2009,NO_QUERY,RoseMaryK,pray please ex threatening start sh myour babies 1st birthday party jerk still headache,"{'pray': 1, 'please': 1, 'ex': 1, 'threatening': 1, 'start': 1, 'sh': 1, 'myour': 1, 'babies': 1, '1st': 1, 'birthday': 1, 'party': 1, 'jerk': 1, 'still': 1, 'headache': 1}"
0,1467836111,Mon Apr 06 22:26:22 PDT 2009,NO_QUERY,perrohunter,makeherfamous hmm u really enjoy problems constants u think things find someone ulike,"{'makeherfamous': 1, 'hmm': 1, 'u': 2, 'really': 1, 'enjoy': 1, 'problems': 1, 'constants': 1, 'think': 1, 'things': 1, 'find': 1, 'someone': 1, 'ulike': 1}"
0,1467836448,Mon Apr 06 22:26:27 PDT 2009,NO_QUERY,Dogbook,strider sick little puppy,"{'strider': 1, 'sick': 1, 'little': 1, 'puppy': 1}"
0,1467836500,Mon Apr 06 22:26:28 PDT 2009,NO_QUERY,natalieantipas,ryleegracewana go steve party sadly since easter wnt b able 2 much ohh well,"{'ryleegracewana': 1, 'go': 1, 'steve': 1, 'party': 1, 'sadly': 1, 'since': 1, 'easter': 1, 'wnt': 1, 'b': 1, 'able': 1, '2': 1, 'much': 1, 'ohh': 1, 'well': 1}"
0,1467836576,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,timdonnelly,hey actually won one bracket pools bad wasn one money,"{'hey': 1, 'actually': 1, 'won': 1, 'one': 2, 'bracket': 1, 'pools': 1, 'bad': 1, 'wasn': 1, 'money': 1}"
0,1467836583,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,homeworld,stark follow either work,"{'stark': 1, 'follow': 1, 'either': 1, 'work': 1}"
0,1467836859,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,willy_chaz,bad nite favorite teams astros spartans lose nite tw good,"{'bad': 1, 'nite': 2, 'favorite': 1, 'teams': 1, 'astros': 1, 'spartans': 1, 'lose': 1, 'tw': 1, 'good': 1}"
4,1685536790,Sun May 03 00:50:28 PDT 2009,NO_QUERY,alphielafray,im quite blissfully happy great close friend sweetest guy im somewhat happy,"{'im': 2, 'quite': 1, 'blissfully': 1, 'happy': 2, 'great': 1, 'close': 1, 'friend': 1, 'sweetest': 1, 'guy': 1, 'somewhat': 1}"
4,1685536825,Sun May 03 00:50:29 PDT 2009,NO_QUERY,bekki701,lying tent kasey deciding 2 today,"{'lying': 1, 'tent': 1, 'kasey': 1, 'deciding': 1, '2': 1, 'today': 1}"
4,1685536869,Sun May 03 00:50:29 PDT 2009,NO_QUERY,gypsyraven,colinsato maybe m slow w lightbulb jokes wait doesn make sound good oh hell,"{'colinsato': 1, 'maybe': 1, 'm': 1, 'slow': 1, 'w': 1, 'lightbulb': 1, 'jokes': 1, 'wait': 1, 'doesn': 1, 'make': 1, 'sound': 1, 'good': 1, 'oh': 1, 'hell': 1}"
4,1685536872,Sun May 03 00:50:29 PDT 2009,NO_QUERY,spookymcgee13,glorbis thanks darlin ill check,"{'glorbis': 1, 'thanks': 1, 'darlin': 1, 'ill': 1, 'check': 1}"
4,1685536916,Sun May 03 00:50:30 PDT 2009,NO_QUERY,KindDog,heartdog beautiful dog,"{'heartdog': 1, 'beautiful': 1, 'dog': 1}"
4,1685536953,Sun May 03 00:50:30 PDT 2009,NO_QUERY,Monkster1978,happy birthday sadboring one,"{'happy': 1, 'birthday': 1, 'sadboring': 1, 'one': 1}"
4,1685536955,Sun May 03 00:50:31 PDT 2009,NO_QUERY,MissJae1216,late night munchies anyone care tres leche cake yummie,"{'late': 1, 'night': 1, 'munchies': 1, 'anyone': 1, 'care': 1, 'tres': 1, 'leche': 1, 'cake': 1, 'yummie': 1}"
4,1685537157,Sun May 03 00:50:34 PDT 2009,NO_QUERY,TimmayWeaver,good night good friends good life,"{'good': 3, 'night': 1, 'friends': 1, 'life': 1}"
4,1685537200,Sun May 03 00:50:35 PDT 2009,NO_QUERY,mandyjeanclyatt,excited spend time family see bri new apartment,"{'excited': 1, 'spend': 1, 'time': 1, 'family': 1, 'see': 1, 'bri': 1, 'new': 1, 'apartment': 1}"
